,date,prov_x,deaths,cases,lats,lons,mes
2788,2020-10-22,Santiago del Estero,493.0,3.0,-27.7824116550944,-63.252386656858796,10
1961,2020-10-22,Neuquén,487.0,8.0,-38.641757582459896,-70.1185705180601,10
2897,2020-10-22,Tierra del Fuego,140.0,6.0,-82.52151781220999,-50.7427486049785,10
1232,2020-10-23,Entre Ríos,452.0,8.0,-32.0588735436448,-59.2014475514635,10
2898,2020-10-23,Tierra del Fuego,126.0,3.0,-82.52151781220999,-50.7427486049785,10
718,2020-10-23,Chaco,64.0,8.0,-26.3864309061226,-60.76583074386029,10
1571,2020-10-23,La Rioja,4.0,1.0,-29.685776298315,-67.18173596944321,10
888,2020-10-23,Corrientes,11.0,3.0,-28.7743047046407,-57.8012191977913,10
2141,2020-10-23,Río Negro,434.0,10.0,-40.4057957178801,-67.229329893694,10
2789,2020-10-23,Santiago del Estero,373.0,3.0,-27.7824116550944,-63.252386656858796,10
820,2020-10-23,Chubut,374.0,6.0,-43.7886233529878,-68.52675939433449,10
1444,2020-10-23,La Pampa,248.0,2.0,-37.1315537735949,-65.4466546606951,10
2424,2020-10-23,San Luis,17.0,7.0,-33.7577257449137,-66.0281298195836,10
1742,2020-10-23,Mendoza,509.0,11.0,-34.6298873058957,-68.58312281837979,10
3010,2020-10-23,Tucumán,333.0,19.0,-26.947800183078602,-65.3647579441481,10
1383,2020-10-23,Jujuy,8.0,5.0,-23.3200784211351,-65.7642522180337,10
1040,2020-10-23,Córdoba,1250.0,25.0,-32.142932663607,-63.8017532741662,10
1962,2020-10-23,Neuquén,536.0,12.0,-38.641757582459896,-70.1185705180601,10
2530,2020-10-23,Santa Cruz,282.0,4.0,-48.8154851827063,-69.95576216719729,10
2694,2020-10-23,Santa Fe,1458.0,38.0,-30.7069271588117,-60.9498369430241,10
2278,2020-10-23,Salta,105.0,8.0,-24.2991344492002,-64.8144629600627,10
219,2020-10-23,Buenos Aires,4631.0,164.0,-36.6769415180527,-60.55883198157189,10
2356,2020-10-23,San Juan,242.0,2.0,-30.8653679979618,-68.8894908486844,10
479,2020-10-23,CABA,1083.0,22.0,-34.6144934119689,-58.4458563545429,10
1384,2020-10-24,Jujuy,8.0,1.0,-23.3200784211351,-65.7642522180337,10
1743,2020-10-24,Mendoza,481.0,17.0,-34.6298873058957,-68.58312281837979,10
3011,2020-10-24,Tucumán,334.0,10.0,-26.947800183078602,-65.3647579441481,10
1572,2020-10-24,La Rioja,2.0,1.0,-29.685776298315,-67.18173596944321,10
2425,2020-10-24,San Luis,10.0,3.0,-33.7577257449137,-66.0281298195836,10
2531,2020-10-24,Santa Cruz,285.0,2.0,-48.8154851827063,-69.95576216719729,10
1963,2020-10-24,Neuquén,457.0,10.0,-38.641757582459896,-70.1185705180601,10
220,2020-10-24,Buenos Aires,4516.0,154.0,-36.6769415180527,-60.55883198157189,10
2695,2020-10-24,Santa Fe,1492.0,41.0,-30.7069271588117,-60.9498369430241,10
2279,2020-10-24,Salta,104.0,17.0,-24.2991344492002,-64.8144629600627,10
2357,2020-10-24,San Juan,229.0,2.0,-30.8653679979618,-68.8894908486844,10
821,2020-10-24,Chubut,397.0,4.0,-43.7886233529878,-68.52675939433449,10
1445,2020-10-24,La Pampa,254.0,1.0,-37.1315537735949,-65.4466546606951,10
480,2020-10-24,CABA,865.0,31.0,-34.6144934119689,-58.4458563545429,10
1041,2020-10-24,Córdoba,1075.0,34.0,-32.142932663607,-63.8017532741662,10
719,2020-10-24,Chaco,79.0,5.0,-26.3864309061226,-60.76583074386029,10
2142,2020-10-24,Río Negro,373.0,11.0,-40.4057957178801,-67.229329893694,10
2899,2020-10-24,Tierra del Fuego,122.0,5.0,-82.52151781220999,-50.7427486049785,10
2790,2020-10-24,Santiago del Estero,403.0,6.0,-27.7824116550944,-63.252386656858796,10
1233,2020-10-24,Entre Ríos,440.0,11.0,-32.0588735436448,-59.2014475514635,10
1234,2020-10-25,Entre Ríos,489.0,5.0,-32.0588735436448,-59.2014475514635,10
2900,2020-10-25,Tierra del Fuego,95.0,6.0,-82.52151781220999,-50.7427486049785,10
221,2020-10-25,Buenos Aires,5172.0,140.0,-36.6769415180527,-60.55883198157189,10
822,2020-10-25,Chubut,328.0,5.0,-43.7886233529878,-68.52675939433449,10
1964,2020-10-25,Neuquén,521.0,4.0,-38.641757582459896,-70.1185705180601,10
1042,2020-10-25,Córdoba,1133.0,34.0,-32.142932663607,-63.8017532741662,10
2791,2020-10-25,Santiago del Estero,469.0,1.0,-27.7824116550944,-63.252386656858796,10
2696,2020-10-25,Santa Fe,1439.0,35.0,-30.7069271588117,-60.9498369430241,10
1385,2020-10-25,Jujuy,14.0,1.0,-23.3200784211351,-65.7642522180337,10
2280,2020-10-25,Salta,122.0,8.0,-24.2991344492002,-64.8144629600627,10
2426,2020-10-25,San Luis,13.0,2.0,-33.7577257449137,-66.0281298195836,10
1744,2020-10-25,Mendoza,468.0,17.0,-34.6298873058957,-68.58312281837979,10
2358,2020-10-25,San Juan,313.0,9.0,-30.8653679979618,-68.8894908486844,10
720,2020-10-25,Chaco,80.0,8.0,-26.3864309061226,-60.76583074386029,10
2532,2020-10-25,Santa Cruz,214.0,2.0,-48.8154851827063,-69.95576216719729,10
3012,2020-10-25,Tucumán,377.0,27.0,-26.947800183078602,-65.3647579441481,10
1573,2020-10-25,La Rioja,3.0,1.0,-29.685776298315,-67.18173596944321,10
2143,2020-10-25,Río Negro,399.0,14.0,-40.4057957178801,-67.229329893694,10
481,2020-10-25,CABA,1058.0,31.0,-34.6144934119689,-58.4458563545429,10
823,2020-10-26,Chubut,354.0,6.0,-43.7886233529878,-68.52675939433449,10
222,2020-10-26,Buenos Aires,5521.0,142.0,-36.6769415180527,-60.55883198157189,10
1446,2020-10-26,La Pampa,317.0,2.0,-37.1315537735949,-65.4466546606951,10
1853,2020-10-26,Misiones,41.0,1.0,-26.8753965086829,-54.6516966230371,10
2427,2020-10-26,San Luis,27.0,4.0,-33.7577257449137,-66.0281298195836,10
1965,2020-10-26,Neuquén,627.0,15.0,-38.641757582459896,-70.1185705180601,10
2359,2020-10-26,San Juan,314.0,3.0,-30.8653679979618,-68.8894908486844,10
2533,2020-10-26,Santa Cruz,249.0,2.0,-48.8154851827063,-69.95576216719729,10
1235,2020-10-26,Entre Ríos,558.0,10.0,-32.0588735436448,-59.2014475514635,10
482,2020-10-26,CABA,1150.0,28.0,-34.6144934119689,-58.4458563545429,10
2901,2020-10-26,Tierra del Fuego,99.0,3.0,-82.52151781220999,-50.7427486049785,10
1043,2020-10-26,Córdoba,1497.0,29.0,-32.142932663607,-63.8017532741662,10
2281,2020-10-26,Salta,144.0,11.0,-24.2991344492002,-64.8144629600627,10
2144,2020-10-26,Río Negro,512.0,8.0,-40.4057957178801,-67.229329893694,10
3013,2020-10-26,Tucumán,381.0,16.0,-26.947800183078602,-65.3647579441481,10
2697,2020-10-26,Santa Fe,1681.0,33.0,-30.7069271588117,-60.9498369430241,10
889,2020-10-26,Corrientes,6.0,2.0,-28.7743047046407,-57.8012191977913,10
1745,2020-10-26,Mendoza,559.0,19.0,-34.6298873058957,-68.58312281837979,10
721,2020-10-26,Chaco,100.0,6.0,-26.3864309061226,-60.76583074386029,10
2792,2020-10-26,Santiago del Estero,568.0,1.0,-27.7824116550944,-63.252386656858796,10
1386,2020-10-26,Jujuy,18.0,3.0,-23.3200784211351,-65.7642522180337,10
1966,2020-10-27,Neuquén,478.0,13.0,-38.641757582459896,-70.1185705180601,10
824,2020-10-27,Chubut,274.0,3.0,-43.7886233529878,-68.52675939433449,10
223,2020-10-27,Buenos Aires,5054.0,146.0,-36.6769415180527,-60.55883198157189,10
483,2020-10-27,CABA,1077.0,28.0,-34.6144934119689,-58.4458563545429,10
3014,2020-10-27,Tucumán,289.0,14.0,-26.947800183078602,-65.3647579441481,10
722,2020-10-27,Chaco,78.0,6.0,-26.3864309061226,-60.76583074386029,10
2902,2020-10-27,Tierra del Fuego,88.0,8.0,-82.52151781220999,-50.7427486049785,10
1044,2020-10-27,Córdoba,1123.0,28.0,-32.142932663607,-63.8017532741662,10
2360,2020-10-27,San Juan,247.0,2.0,-30.8653679979618,-68.8894908486844,10
2428,2020-10-27,San Luis,17.0,7.0,-33.7577257449137,-66.0281298195836,10
1387,2020-10-27,Jujuy,20.0,4.0,-23.3200784211351,-65.7642522180337,10
2282,2020-10-27,Salta,117.0,18.0,-24.2991344492002,-64.8144629600627,10
2145,2020-10-27,Río Negro,386.0,5.0,-40.4057957178801,-67.229329893694,10
2534,2020-10-27,Santa Cruz,262.0,3.0,-48.8154851827063,-69.95576216719729,10
1574,2020-10-27,La Rioja,10.0,5.0,-29.685776298315,-67.18173596944321,10
2698,2020-10-27,Santa Fe,1455.0,30.0,-30.7069271588117,-60.9498369430241,10
2793,2020-10-27,Santiago del Estero,643.0,4.0,-27.7824116550944,-63.252386656858796,10
1447,2020-10-27,La Pampa,259.0,1.0,-37.1315537735949,-65.4466546606951,10
890,2020-10-27,Corrientes,5.0,4.0,-28.7743047046407,-57.8012191977913,10
1746,2020-10-27,Mendoza,475.0,10.0,-34.6298873058957,-68.58312281837979,10
1236,2020-10-27,Entre Ríos,505.0,6.0,-32.0588735436448,-59.2014475514635,10
2794,2020-10-28,Santiago del Estero,529.0,4.0,-27.7824116550944,-63.252386656858796,10
2903,2020-10-28,Tierra del Fuego,122.0,6.0,-82.52151781220999,-50.7427486049785,10
2283,2020-10-28,Salta,132.0,11.0,-24.2991344492002,-64.8144629600627,10
2535,2020-10-28,Santa Cruz,246.0,4.0,-48.8154851827063,-69.95576216719729,10
484,2020-10-28,CABA,1028.0,23.0,-34.6144934119689,-58.4458563545429,10
2146,2020-10-28,Río Negro,384.0,10.0,-40.4057957178801,-67.229329893694,10
1967,2020-10-28,Neuquén,417.0,12.0,-38.641757582459896,-70.1185705180601,10
1045,2020-10-28,Córdoba,939.0,34.0,-32.142932663607,-63.8017532741662,10
723,2020-10-28,Chaco,62.0,7.0,-26.3864309061226,-60.76583074386029,10
1747,2020-10-28,Mendoza,448.0,17.0,-34.6298873058957,-68.58312281837979,10
1237,2020-10-28,Entre Ríos,415.0,8.0,-32.0588735436448,-59.2014475514635,10
224,2020-10-28,Buenos Aires,4634.0,127.0,-36.6769415180527,-60.55883198157189,10
1575,2020-10-28,La Rioja,6.0,3.0,-29.685776298315,-67.18173596944321,10
3015,2020-10-28,Tucumán,287.0,19.0,-26.947800183078602,-65.3647579441481,10
1388,2020-10-28,Jujuy,20.0,4.0,-23.3200784211351,-65.7642522180337,10
2429,2020-10-28,San Luis,23.0,6.0,-33.7577257449137,-66.0281298195836,10
2361,2020-10-28,San Juan,123.0,3.0,-30.8653679979618,-68.8894908486844,10
825,2020-10-28,Chubut,306.0,3.0,-43.7886233529878,-68.52675939433449,10
2699,2020-10-28,Santa Fe,1233.0,36.0,-30.7069271588117,-60.9498369430241,10
1968,2020-10-29,Neuquén,354.0,8.0,-38.641757582459896,-70.1185705180601,10
1389,2020-10-29,Jujuy,18.0,2.0,-23.3200784211351,-65.7642522180337,10
2430,2020-10-29,San Luis,29.0,4.0,-33.7577257449137,-66.0281298195836,10
1448,2020-10-29,La Pampa,259.0,1.0,-37.1315537735949,-65.4466546606951,10
2147,2020-10-29,Río Negro,341.0,11.0,-40.4057957178801,-67.229329893694,10
2795,2020-10-29,Santiago del Estero,275.0,4.0,-27.7824116550944,-63.252386656858796,10
2700,2020-10-29,Santa Fe,1145.0,28.0,-30.7069271588117,-60.9498369430241,10
1854,2020-10-29,Misiones,32.0,1.0,-26.8753965086829,-54.6516966230371,10
2284,2020-10-29,Salta,113.0,9.0,-24.2991344492002,-64.8144629600627,10
2904,2020-10-29,Tierra del Fuego,61.0,3.0,-82.52151781220999,-50.7427486049785,10
1748,2020-10-29,Mendoza,423.0,25.0,-34.6298873058957,-68.58312281837979,10
1576,2020-10-29,La Rioja,3.0,2.0,-29.685776298315,-67.18173596944321,10
2362,2020-10-29,San Juan,145.0,4.0,-30.8653679979618,-68.8894908486844,10
724,2020-10-29,Chaco,49.0,3.0,-26.3864309061226,-60.76583074386029,10
1046,2020-10-29,Córdoba,941.0,23.0,-32.142932663607,-63.8017532741662,10
3016,2020-10-29,Tucumán,246.0,24.0,-26.947800183078602,-65.3647579441481,10
485,2020-10-29,CABA,1012.0,24.0,-34.6144934119689,-58.4458563545429,10
1238,2020-10-29,Entre Ríos,365.0,8.0,-32.0588735436448,-59.2014475514635,10
826,2020-10-29,Chubut,276.0,2.0,-43.7886233529878,-68.52675939433449,10
225,2020-10-29,Buenos Aires,4031.0,126.0,-36.6769415180527,-60.55883198157189,10
1390,2020-10-30,Jujuy,21.0,2.0,-23.3200784211351,-65.7642522180337,10
725,2020-10-30,Chaco,50.0,7.0,-26.3864309061226,-60.76583074386029,10
2796,2020-10-30,Santiago del Estero,271.0,5.0,-27.7824116550944,-63.252386656858796,10
1969,2020-10-30,Neuquén,436.0,4.0,-38.641757582459896,-70.1185705180601,10
1749,2020-10-30,Mendoza,473.0,16.0,-34.6298873058957,-68.58312281837979,10
2701,2020-10-30,Santa Fe,1187.0,24.0,-30.7069271588117,-60.9498369430241,10
1239,2020-10-30,Entre Ríos,448.0,7.0,-32.0588735436448,-59.2014475514635,10
827,2020-10-30,Chubut,267.0,5.0,-43.7886233529878,-68.52675939433449,10
486,2020-10-30,CABA,1007.0,18.0,-34.6144934119689,-58.4458563545429,10
2431,2020-10-30,San Luis,36.0,7.0,-33.7577257449137,-66.0281298195836,10
2148,2020-10-30,Río Negro,358.0,9.0,-40.4057957178801,-67.229329893694,10
3017,2020-10-30,Tucumán,329.0,14.0,-26.947800183078602,-65.3647579441481,10
2905,2020-10-30,Tierra del Fuego,74.0,1.0,-82.52151781220999,-50.7427486049785,10
2363,2020-10-30,San Juan,137.0,1.0,-30.8653679979618,-68.8894908486844,10
2536,2020-10-30,Santa Cruz,232.0,4.0,-48.8154851827063,-69.95576216719729,10
1047,2020-10-30,Córdoba,981.0,29.0,-32.142932663607,-63.8017532741662,10
2285,2020-10-30,Salta,102.0,3.0,-24.2991344492002,-64.8144629600627,10
226,2020-10-30,Buenos Aires,4540.0,141.0,-36.6769415180527,-60.55883198157189,10
1577,2020-10-30,La Rioja,3.0,2.0,-29.685776298315,-67.18173596944321,10
1970,2020-10-31,Neuquén,400.0,10.0,-38.641757582459896,-70.1185705180601,10
726,2020-10-31,Chaco,53.0,6.0,-26.3864309061226,-60.76583074386029,10
2432,2020-10-31,San Luis,25.0,6.0,-33.7577257449137,-66.0281298195836,10
227,2020-10-31,Buenos Aires,3844.0,120.0,-36.6769415180527,-60.55883198157189,10
2797,2020-10-31,Santiago del Estero,233.0,1.0,-27.7824116550944,-63.252386656858796,10
2286,2020-10-31,Salta,56.0,4.0,-24.2991344492002,-64.8144629600627,10
1750,2020-10-31,Mendoza,327.0,15.0,-34.6298873058957,-68.58312281837979,10
2702,2020-10-31,Santa Fe,1029.0,29.0,-30.7069271588117,-60.9498369430241,10
3018,2020-10-31,Tucumán,187.0,18.0,-26.947800183078602,-65.3647579441481,10
2149,2020-10-31,Río Negro,339.0,10.0,-40.4057957178801,-67.229329893694,10
1391,2020-10-31,Jujuy,15.0,4.0,-23.3200784211351,-65.7642522180337,10
2364,2020-10-31,San Juan,93.0,6.0,-30.8653679979618,-68.8894908486844,10
2537,2020-10-31,Santa Cruz,142.0,8.0,-48.8154851827063,-69.95576216719729,10
1578,2020-10-31,La Rioja,7.0,1.0,-29.685776298315,-67.18173596944321,10
1048,2020-10-31,Córdoba,806.0,38.0,-32.142932663607,-63.8017532741662,10
828,2020-10-31,Chubut,243.0,1.0,-43.7886233529878,-68.52675939433449,10
1240,2020-10-31,Entre Ríos,375.0,5.0,-32.0588735436448,-59.2014475514635,10
487,2020-10-31,CABA,735.0,20.0,-34.6144934119689,-58.4458563545429,10
488,2020-11-01,CABA,1170.0,30.0,-34.6144934119689,-58.4458563545429,11
2538,2020-11-01,Santa Cruz,209.0,3.0,-48.8154851827063,-69.95576216719729,11
1392,2020-11-01,Jujuy,24.0,3.0,-23.3200784211351,-65.7642522180337,11
3019,2020-11-01,Tucumán,370.0,19.0,-26.947800183078602,-65.3647579441481,11
2906,2020-11-01,Tierra del Fuego,84.0,7.0,-82.52151781220999,-50.7427486049785,11
2287,2020-11-01,Salta,131.0,6.0,-24.2991344492002,-64.8144629600627,11
829,2020-11-01,Chubut,265.0,5.0,-43.7886233529878,-68.52675939433449,11
2433,2020-11-01,San Luis,28.0,4.0,-33.7577257449137,-66.0281298195836,11
1751,2020-11-01,Mendoza,488.0,12.0,-34.6298873058957,-68.58312281837979,11
2150,2020-11-01,Río Negro,379.0,7.0,-40.4057957178801,-67.229329893694,11
1049,2020-11-01,Córdoba,1141.0,37.0,-32.142932663607,-63.8017532741662,11
2365,2020-11-01,San Juan,122.0,1.0,-30.8653679979618,-68.8894908486844,11
1579,2020-11-01,La Rioja,3.0,3.0,-29.685776298315,-67.18173596944321,11
1449,2020-11-01,La Pampa,247.0,2.0,-37.1315537735949,-65.4466546606951,11
228,2020-11-01,Buenos Aires,5414.0,109.0,-36.6769415180527,-60.55883198157189,11
1241,2020-11-01,Entre Ríos,456.0,8.0,-32.0588735436448,-59.2014475514635,11
727,2020-11-01,Chaco,86.0,3.0,-26.3864309061226,-60.76583074386029,11
891,2020-11-01,Corrientes,1.0,2.0,-28.7743047046407,-57.8012191977913,11
1971,2020-11-01,Neuquén,428.0,8.0,-38.641757582459896,-70.1185705180601,11
2798,2020-11-01,Santiago del Estero,425.0,3.0,-27.7824116550944,-63.252386656858796,11
2703,2020-11-01,Santa Fe,1341.0,43.0,-30.7069271588117,-60.9498369430241,11
2799,2020-11-02,Santiago del Estero,374.0,2.0,-27.7824116550944,-63.252386656858796,11
2288,2020-11-02,Salta,107.0,12.0,-24.2991344492002,-64.8144629600627,11
1972,2020-11-02,Neuquén,436.0,10.0,-38.641757582459896,-70.1185705180601,11
1050,2020-11-02,Córdoba,1376.0,31.0,-32.142932663607,-63.8017532741662,11
1580,2020-11-02,La Rioja,3.0,5.0,-29.685776298315,-67.18173596944321,11
1242,2020-11-02,Entre Ríos,442.0,13.0,-32.0588735436448,-59.2014475514635,11
3020,2020-11-02,Tucumán,313.0,22.0,-26.947800183078602,-65.3647579441481,11
2704,2020-11-02,Santa Fe,1365.0,29.0,-30.7069271588117,-60.9498369430241,11
1393,2020-11-02,Jujuy,13.0,1.0,-23.3200784211351,-65.7642522180337,11
229,2020-11-02,Buenos Aires,5200.0,126.0,-36.6769415180527,-60.55883198157189,11
489,2020-11-02,CABA,1138.0,16.0,-34.6144934119689,-58.4458563545429,11
2434,2020-11-02,San Luis,11.0,6.0,-33.7577257449137,-66.0281298195836,11
728,2020-11-02,Chaco,86.0,8.0,-26.3864309061226,-60.76583074386029,11
830,2020-11-02,Chubut,376.0,8.0,-43.7886233529878,-68.52675939433449,11
1752,2020-11-02,Mendoza,509.0,22.0,-34.6298873058957,-68.58312281837979,11
2539,2020-11-02,Santa Cruz,238.0,7.0,-48.8154851827063,-69.95576216719729,11
2151,2020-11-02,Río Negro,387.0,6.0,-40.4057957178801,-67.229329893694,11
1450,2020-11-02,La Pampa,261.0,4.0,-37.1315537735949,-65.4466546606951,11
892,2020-11-02,Corrientes,11.0,4.0,-28.7743047046407,-57.8012191977913,11
2907,2020-11-02,Tierra del Fuego,103.0,4.0,-82.52151781220999,-50.7427486049785,11
2289,2020-11-03,Salta,77.0,8.0,-24.2991344492002,-64.8144629600627,11
729,2020-11-03,Chaco,81.0,3.0,-26.3864309061226,-60.76583074386029,11
2908,2020-11-03,Tierra del Fuego,94.0,4.0,-82.52151781220999,-50.7427486049785,11
1753,2020-11-03,Mendoza,381.0,18.0,-34.6298873058957,-68.58312281837979,11
1051,2020-11-03,Córdoba,1118.0,34.0,-32.142932663607,-63.8017532741662,11
2152,2020-11-03,Río Negro,327.0,9.0,-40.4057957178801,-67.229329893694,11
2705,2020-11-03,Santa Fe,1146.0,32.0,-30.7069271588117,-60.9498369430241,11
490,2020-11-03,CABA,968.0,24.0,-34.6144934119689,-58.4458563545429,11
1243,2020-11-03,Entre Ríos,453.0,11.0,-32.0588735436448,-59.2014475514635,11
2435,2020-11-03,San Luis,17.0,8.0,-33.7577257449137,-66.0281298195836,11
230,2020-11-03,Buenos Aires,4574.0,113.0,-36.6769415180527,-60.55883198157189,11
2800,2020-11-03,Santiago del Estero,407.0,4.0,-27.7824116550944,-63.252386656858796,11
893,2020-11-03,Corrientes,6.0,3.0,-28.7743047046407,-57.8012191977913,11
2366,2020-11-03,San Juan,143.0,6.0,-30.8653679979618,-68.8894908486844,11
1394,2020-11-03,Jujuy,17.0,1.0,-23.3200784211351,-65.7642522180337,11
831,2020-11-03,Chubut,334.0,9.0,-43.7886233529878,-68.52675939433449,11
1581,2020-11-03,La Rioja,5.0,1.0,-29.685776298315,-67.18173596944321,11
1973,2020-11-03,Neuquén,366.0,9.0,-38.641757582459896,-70.1185705180601,11
3021,2020-11-03,Tucumán,234.0,24.0,-26.947800183078602,-65.3647579441481,11
2540,2020-11-03,Santa Cruz,239.0,1.0,-48.8154851827063,-69.95576216719729,11
1974,2020-11-04,Neuquén,400.0,11.0,-38.641757582459896,-70.1185705180601,11
832,2020-11-04,Chubut,254.0,3.0,-43.7886233529878,-68.52675939433449,11
2541,2020-11-04,Santa Cruz,256.0,6.0,-48.8154851827063,-69.95576216719729,11
730,2020-11-04,Chaco,81.0,5.0,-26.3864309061226,-60.76583074386029,11
2909,2020-11-04,Tierra del Fuego,80.0,2.0,-82.52151781220999,-50.7427486049785,11
1754,2020-11-04,Mendoza,325.0,15.0,-34.6298873058957,-68.58312281837979,11
894,2020-11-04,Corrientes,5.0,3.0,-28.7743047046407,-57.8012191977913,11
1395,2020-11-04,Jujuy,10.0,2.0,-23.3200784211351,-65.7642522180337,11
3022,2020-11-04,Tucumán,224.0,18.0,-26.947800183078602,-65.3647579441481,11
2153,2020-11-04,Río Negro,359.0,10.0,-40.4057957178801,-67.229329893694,11
491,2020-11-04,CABA,949.0,17.0,-34.6144934119689,-58.4458563545429,11
2801,2020-11-04,Santiago del Estero,639.0,3.0,-27.7824116550944,-63.252386656858796,11
2290,2020-11-04,Salta,70.0,3.0,-24.2991344492002,-64.8144629600627,11
1052,2020-11-04,Córdoba,868.0,38.0,-32.142932663607,-63.8017532741662,11
2367,2020-11-04,San Juan,105.0,4.0,-30.8653679979618,-68.8894908486844,11
2706,2020-11-04,Santa Fe,1103.0,13.0,-30.7069271588117,-60.9498369430241,11
1582,2020-11-04,La Rioja,5.0,2.0,-29.685776298315,-67.18173596944321,11
1244,2020-11-04,Entre Ríos,382.0,5.0,-32.0588735436448,-59.2014475514635,11
2436,2020-11-04,San Luis,16.0,3.0,-33.7577257449137,-66.0281298195836,11
231,2020-11-04,Buenos Aires,4091.0,127.0,-36.6769415180527,-60.55883198157189,11
232,2020-11-05,Buenos Aires,3935.0,123.0,-36.6769415180527,-60.55883198157189,11
2802,2020-11-05,Santiago del Estero,459.0,5.0,-27.7824116550944,-63.252386656858796,11
2910,2020-11-05,Tierra del Fuego,85.0,3.0,-82.52151781220999,-50.7427486049785,11
2707,2020-11-05,Santa Fe,1014.0,16.0,-30.7069271588117,-60.9498369430241,11
3023,2020-11-05,Tucumán,261.0,25.0,-26.947800183078602,-65.3647579441481,11
1396,2020-11-05,Jujuy,10.0,3.0,-23.3200784211351,-65.7642522180337,11
2437,2020-11-05,San Luis,10.0,6.0,-33.7577257449137,-66.0281298195836,11
2542,2020-11-05,Santa Cruz,242.0,7.0,-48.8154851827063,-69.95576216719729,11
1451,2020-11-05,La Pampa,205.0,1.0,-37.1315537735949,-65.4466546606951,11
1053,2020-11-05,Córdoba,967.0,38.0,-32.142932663607,-63.8017532741662,11
895,2020-11-05,Corrientes,5.0,2.0,-28.7743047046407,-57.8012191977913,11
1245,2020-11-05,Entre Ríos,389.0,9.0,-32.0588735436448,-59.2014475514635,11
1975,2020-11-05,Neuquén,358.0,8.0,-38.641757582459896,-70.1185705180601,11
1755,2020-11-05,Mendoza,319.0,10.0,-34.6298873058957,-68.58312281837979,11
833,2020-11-05,Chubut,256.0,4.0,-43.7886233529878,-68.52675939433449,11
492,2020-11-05,CABA,887.0,31.0,-34.6144934119689,-58.4458563545429,11
2368,2020-11-05,San Juan,92.0,2.0,-30.8653679979618,-68.8894908486844,11
2154,2020-11-05,Río Negro,258.0,2.0,-40.4057957178801,-67.229329893694,11
2291,2020-11-05,Salta,76.0,5.0,-24.2991344492002,-64.8144629600627,11
1583,2020-11-05,La Rioja,2.0,4.0,-29.685776298315,-67.18173596944321,11
731,2020-11-05,Chaco,75.0,7.0,-26.3864309061226,-60.76583074386029,11
2803,2020-11-06,Santiago del Estero,453.0,2.0,-27.7824116550944,-63.252386656858796,11
1452,2020-11-06,La Pampa,247.0,2.0,-37.1315537735949,-65.4466546606951,11
2911,2020-11-06,Tierra del Fuego,83.0,4.0,-82.52151781220999,-50.7427486049785,11
1054,2020-11-06,Córdoba,917.0,28.0,-32.142932663607,-63.8017532741662,11
732,2020-11-06,Chaco,79.0,4.0,-26.3864309061226,-60.76583074386029,11
896,2020-11-06,Corrientes,7.0,2.0,-28.7743047046407,-57.8012191977913,11
2438,2020-11-06,San Luis,8.0,1.0,-33.7577257449137,-66.0281298195836,11
233,2020-11-06,Buenos Aires,3909.0,127.0,-36.6769415180527,-60.55883198157189,11
1397,2020-11-06,Jujuy,17.0,2.0,-23.3200784211351,-65.7642522180337,11
2155,2020-11-06,Río Negro,338.0,7.0,-40.4057957178801,-67.229329893694,11
1976,2020-11-06,Neuquén,319.0,2.0,-38.641757582459896,-70.1185705180601,11
2369,2020-11-06,San Juan,111.0,1.0,-30.8653679979618,-68.8894908486844,11
2708,2020-11-06,Santa Fe,1011.0,27.0,-30.7069271588117,-60.9498369430241,11
834,2020-11-06,Chubut,275.0,9.0,-43.7886233529878,-68.52675939433449,11
3024,2020-11-06,Tucumán,198.0,15.0,-26.947800183078602,-65.3647579441481,11
2543,2020-11-06,Santa Cruz,203.0,3.0,-48.8154851827063,-69.95576216719729,11
493,2020-11-06,CABA,962.0,20.0,-34.6144934119689,-58.4458563545429,11
2292,2020-11-06,Salta,74.0,10.0,-24.2991344492002,-64.8144629600627,11
1246,2020-11-06,Entre Ríos,389.0,5.0,-32.0588735436448,-59.2014475514635,11
1756,2020-11-06,Mendoza,355.0,15.0,-34.6298873058957,-68.58312281837979,11
1977,2020-11-07,Neuquén,320.0,7.0,-38.641757582459896,-70.1185705180601,11
1247,2020-11-07,Entre Ríos,409.0,8.0,-32.0588735436448,-59.2014475514635,11
2293,2020-11-07,Salta,62.0,1.0,-24.2991344492002,-64.8144629600627,11
2439,2020-11-07,San Luis,9.0,4.0,-33.7577257449137,-66.0281298195836,11
234,2020-11-07,Buenos Aires,3999.0,109.0,-36.6769415180527,-60.55883198157189,11
835,2020-11-07,Chubut,297.0,4.0,-43.7886233529878,-68.52675939433449,11
2804,2020-11-07,Santiago del Estero,287.0,3.0,-27.7824116550944,-63.252386656858796,11
897,2020-11-07,Corrientes,3.0,2.0,-28.7743047046407,-57.8012191977913,11
2370,2020-11-07,San Juan,93.0,3.0,-30.8653679979618,-68.8894908486844,11
1855,2020-11-07,Misiones,17.0,1.0,-26.8753965086829,-54.6516966230371,11
3025,2020-11-07,Tucumán,191.0,22.0,-26.947800183078602,-65.3647579441481,11
2912,2020-11-07,Tierra del Fuego,88.0,3.0,-82.52151781220999,-50.7427486049785,11
1757,2020-11-07,Mendoza,315.0,10.0,-34.6298873058957,-68.58312281837979,11
2156,2020-11-07,Río Negro,345.0,6.0,-40.4057957178801,-67.229329893694,11
